GH,GA,scorer,time,scoring,game,season
2,0,Ferenc Mészáros,12,Sporting Lokeren,Sporting Lokeren vs. KRC Genk 4:2,1990-1991
2,1,László Gyimesi,16,KRC Genk,Sporting Lokeren vs. KRC Genk 4:2,1990-1991
3,1,Bart De Roover,30,Sporting Lokeren,Sporting Lokeren vs. KRC Genk 4:2,1990-1991
3,2,Ange N’Gapy,37,KRC Genk,Sporting Lokeren vs. KRC Genk 4:2,1990-1991
4,2,Samson Siasia,74,Sporting Lokeren,Sporting Lokeren vs. KRC Genk 4:2,1990-1991
1,0,Peter Eikelboom,30,KV Kortrijk,KV Kortrijk vs. RSC Charleroi 2:1,1990-1991
2,0,Anton Janssen,61,KV Kortrijk,KV Kortrijk vs. RSC Charleroi 2:1,1990-1991
2,1,Didier Beugnies,73,RSC Charleroi,KV Kortrijk vs. RSC Charleroi 2:1,1990-1991
1,0,Gunther Hofmans,43,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Lierse SK 1:0,1990-1991
0,1,Francis Severeyns,17,KV Mechelen,Cercle Brugge vs. KV Mechelen 0:2,1990-1991
0,2,Francis Severeyns,60,KV Mechelen,Cercle Brugge vs. KV Mechelen 0:2,1990-1991
0,1,Tom Verdegem,16,KAA Gent,K. Beerschot VAV vs. KAA Gent 2:3,1990-1991
1,1,Mark Talbut,36,K. Beerschot VAV,K. Beerschot VAV vs. KAA Gent 2:3,1990-1991
1,2,Erwin Vandenbergh,47,KAA Gent,K. Beerschot VAV vs. KAA Gent 2:3,1990-1991
2,2,Mark Talbut,72,K. Beerschot VAV,K. Beerschot VAV vs. KAA Gent 2:3,1990-1991
2,3,Henri Balenga,78,KAA Gent,K. Beerschot VAV vs. KAA Gent 2:3,1990-1991
1,0,David Nakhid,77,KSV Waregem,KSV Waregem vs. RFC de Liège 1:0,1990-1991
1,0,Miklos Molnar,10,Standard Liège,Standard Liège vs. KV Kortrijk 1:0,1990-1991
0,1,Mohammed Lashaf,29,Royal Antwerp FC,KV Mechelen vs. Royal Antwerp FC 2:2,1990-1991
1,1,Bruno Versavel,35,KV Mechelen,KV Mechelen vs. Royal Antwerp FC 2:2,1990-1991
2,1,Francis Severeyns,48,KV Mechelen,KV Mechelen vs. Royal Antwerp FC 2:2,1990-1991
2,2,Hans-Peter Lehnhoff,57,Royal Antwerp FC,KV Mechelen vs. Royal Antwerp FC 2:2,1990-1991
NA,NA,NA,NA,NA,KRC Genk vs. Lierse SK 0:0,1990-1991
1,0,Frédéric Jacquemart,74,RSC Charleroi,RSC Charleroi vs. RSC Anderlecht 1:1,1990-1991
1,1,Luis Oliveira,76,RSC Anderlecht,RSC Charleroi vs. RSC Anderlecht 1:1,1990-1991
1,0,Lorenzo Staelens,44,Club Brugge KV,Club Brugge KV vs. KFC Germinal Ekeren 2:1,1990-1991
1,1,Luc Leys,49,KFC Germinal Ekeren,Club Brugge KV vs. KFC Germinal Ekeren 2:1,1990-1991
2,1,Lorenzo Staelens,86,Club Brugge KV,Club Brugge KV vs. KFC Germinal Ekeren 2:1,1990-1991
0,1,Patrick van Kets,21,Sint-Truidense VV,RWD Molenbeek vs. Sint-Truidense VV 2:2,1990-1991
1,1,Wilfried Sleurs,41,RWD Molenbeek,RWD Molenbeek vs. Sint-Truidense VV 2:2,1990-1991
1,2,Benny Driesen,47,Sint-Truidense VV,RWD Molenbeek vs. Sint-Truidense VV 2:2,1990-1991
2,2,Willy Wellens,79,RWD Molenbeek,RWD Molenbeek vs. Sint-Truidense VV 2:2,1990-1991
1,0,Bart De Roover,82,Sporting Lokeren,Sporting Lokeren vs. Cercle Brugge 2:0,1990-1991
2,0,Etim Esin,88,Sporting Lokeren,Sporting Lokeren vs. Cercle Brugge 2:0,1990-1991
0,1,Bruno Versavel,35,KV Mechelen,Sint-Truidense VV vs. KV Mechelen 0:3,1990-1991
0,2,Francis Severeyns,75,KV Mechelen,Sint-Truidense VV vs. KV Mechelen 0:3,1990-1991
0,3,Klas Ingesson,87,KV Mechelen,Sint-Truidense VV vs. KV Mechelen 0:3,1990-1991
0,1,Foeke Booy,25,Club Brugge KV,Lierse SK vs. Club Brugge KV 1:1,1990-1991
1,1,Didier Segers,65,Lierse SK,Lierse SK vs. Club Brugge KV 1:1,1990-1991
1,0,Olivier Beuckelaers,82,RFC de Liège,RFC de Liège vs. RWD Molenbeek 2:0,1990-1991
2,0,Nebojsa Malbasa,87,RFC de Liège,RFC de Liège vs. RWD Molenbeek 2:0,1990-1991
1,0,Henri Balenga,27,KAA Gent,KAA Gent vs. KSV Waregem 4:0,1990-1991
2,0,Eric Viscaal,37,KAA Gent,KAA Gent vs. KSV Waregem 4:0,1990-1991
3,0,Erwin Vandenbergh,45,KAA Gent,KAA Gent vs. KSV Waregem 4:0,1990-1991
4,0,Frank Dauwen,78,KAA Gent,KAA Gent vs. KSV Waregem 4:0,1990-1991
NA,NA,NA,NA,NA,Royal Antwerp FC vs. Sporting Lokeren 0:0,1990-1991
1,0,Graeme Rutjes,14,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 5:1,1990-1991
1,1,Etienne Delangre,28,Standard Liège,RSC Anderlecht vs. Standard Liège 5:1,1990-1991
2,1,Graeme Rutjes,58,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 5:1,1990-1991
3,1,Luc Nilis,67,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 5:1,1990-1991
4,1,Luc Nilis,85,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 5:1,1990-1991
5,1,Alain Van Baekel,88,RSC Anderlecht,RSC Anderlecht vs. Standard Liège 5:1,1990-1991
0,1,Kenneth Brylle,8,K. Beerschot VAV,KV Kortrijk vs. K. Beerschot VAV 1:3,1990-1991
1,1,Laurent Ballenghien,16,KV Kortrijk,KV Kortrijk vs. K. Beerschot VAV 1:3,1990-1991
1,2,Prince Polley,54,K. Beerschot VAV,KV Kortrijk vs. K. Beerschot VAV 1:3,1990-1991
1,3,Peter Claessens,82,K. Beerschot VAV,KV Kortrijk vs. K. Beerschot VAV 1:3,1990-1991
1,0,Jos Daerden,74,KFC Germinal Ekeren,KFC Germinal Ekeren vs. RSC Charleroi 1:0,1990-1991
1,0,Branko Karačić,9,Cercle Brugge,Cercle Brugge vs. KRC Genk 3:1,1990-1991
2,0,Josip Weber,16,Cercle Brugge,Cercle Brugge vs. KRC Genk 3:1,1990-1991
2,1,Leo Van Der Elst,42,KRC Genk,Cercle Brugge vs. KRC Genk 3:1,1990-1991
3,1,Josip Weber,58,Cercle Brugge,Cercle Brugge vs. KRC Genk 3:1,1990-1991
1,0,Marc Wilmots,2,KV Mechelen,KV Mechelen vs. RFC de Liège 2:0,1990-1991
2,0,Marc Emmers,37,KV Mechelen,KV Mechelen vs. RFC de Liège 2:0,1990-1991
NA,NA,NA,NA,NA,KSV Waregem vs. KV Kortrijk 0:0,1990-1991
1,0,Benoît Thans,44,Standard Liège,Standard Liège vs. KFC Germinal Ekeren 2:2,1990-1991
1,1,Frank Schmöller,48,KFC Germinal Ekeren,Standard Liège vs. KFC Germinal Ekeren 2:2,1990-1991
2,1,Patrick Asselman,56,Standard Liège,Standard Liège vs. KFC Germinal Ekeren 2:2,1990-1991
2,2,Eddy Snelders,89,KFC Germinal Ekeren,Standard Liège vs. KFC Germinal Ekeren 2:2,1990-1991
0,1,Henri Balenga,27,KAA Gent,RWD Molenbeek vs. KAA Gent 1:5,1990-1991
1,1,Emil Lörincz,29,RWD Molenbeek,RWD Molenbeek vs. KAA Gent 1:5,1990-1991
1,2,Erwin Vandenbergh,55,KAA Gent,RWD Molenbeek vs. KAA Gent 1:5,1990-1991
1,3,Henri Balenga,63,KAA Gent,RWD Molenbeek vs. KAA Gent 1:5,1990-1991
1,4,Erwin Vandenbergh,75,KAA Gent,RWD Molenbeek vs. KAA Gent 1:5,1990-1991
1,5,Erwin Vandenbergh,84,KAA Gent,RWD Molenbeek vs. KAA Gent 1:5,1990-1991
1,0,Ferenc Mészáros,38,Sporting Lokeren,Sporting Lokeren vs. Sint-Truidense VV 2:0,1990-1991
2,0,Etim Esin,88,Sporting Lokeren,Sporting Lokeren vs. Sint-Truidense VV 2:0,1990-1991
1,0,Frane Bućan,27,KRC Genk,KRC Genk vs. Club Brugge KV 2:1,1990-1991
1,1,Jan Ceulemans,49,Club Brugge KV,KRC Genk vs. Club Brugge KV 2:1,1990-1991
2,1,Arisvaldo Pereira,65,KRC Genk,KRC Genk vs. Club Brugge KV 2:1,1990-1991
0,1,Jostein Flo,13,Lierse SK,RSC Charleroi vs. Lierse SK 1:1,1990-1991
1,1,Roch Gérard,37,RSC Charleroi,RSC Charleroi vs. Lierse SK 1:1,1990-1991
0,1,Mohammed Lashaf,64,Royal Antwerp FC,Cercle Brugge vs. Royal Antwerp FC 1:1,1990-1991
1,1,Branko Karačić,75,Cercle Brugge,Cercle Brugge vs. Royal Antwerp FC 1:1,1990-1991
0,1,Luis Oliveira,37,RSC Anderlecht,K. Beerschot VAV vs. RSC Anderlecht 0:2,1990-1991
0,2,Luc Nilis,56,RSC Anderlecht,K. Beerschot VAV vs. RSC Anderlecht 0:2,1990-1991
0,1,Josip Weber,90,Cercle Brugge,Sint-Truidense VV vs. Cercle Brugge 0:1,1990-1991
NA,NA,NA,NA,NA,Lierse SK vs. Standard Liège 0:0,1990-1991
1,0,Erwin Vandenbergh,27,KAA Gent,KAA Gent vs. KV Mechelen 2:1,1990-1991
1,1,Bruno Versavel,34,KV Mechelen,KAA Gent vs. KV Mechelen 2:1,1990-1991
2,1,Frank Dauwen,68,KAA Gent,KAA Gent vs. KV Mechelen 2:1,1990-1991
1,0,Franky Van Der Elst,8,Club Brugge KV,Club Brugge KV vs. RSC Charleroi 3:0,1990-1991
2,0,Jan Ceulemans,19,Club Brugge KV,Club Brugge KV vs. RSC Charleroi 3:0,1990-1991
3,0,Foeke Booy,76,Club Brugge KV,Club Brugge KV vs. RSC Charleroi 3:0,1990-1991
1,0,Luis Oliveira,39,RSC Anderlecht,RSC Anderlecht vs. KSV Waregem 4:0,1990-1991
2,0,Yvan Desloover,47,RSC Anderlecht,RSC Anderlecht vs. KSV Waregem 4:0,1990-1991
3,0,Luc Nilis,55,RSC Anderlecht,RSC Anderlecht vs. KSV Waregem 4:0,1990-1991
4,0,Luis Oliveira,57,RSC Anderlecht,RSC Anderlecht vs. KSV Waregem 4:0,1990-1991
1,0,Danny Boffin,6,RFC de Liège,RFC de Liège vs. Sporting Lokeren 2:2,1990-1991
1,1,Marko Myyry,50,Sporting Lokeren,RFC de Liège vs. Sporting Lokeren 2:2,1990-1991
1,2,Samson Siasia,70,Sporting Lokeren,RFC de Liège vs. Sporting Lokeren 2:2,1990-1991
2,2,Angelo Nijskens,75,RFC de Liège,RFC de Liège vs. Sporting Lokeren 2:2,1990-1991
1,0,Peter Eikelboom,31,KV Kortrijk,KV Kortrijk vs. RWD Molenbeek 2:0,1990-1991
2,0,Laurent Ballenghien,60,KV Kortrijk,KV Kortrijk vs. RWD Molenbeek 2:0,1990-1991
1,0,Ernie Brandts,2,KFC Germinal Ekeren,KFC Germinal Ekeren vs. K. Beerschot VAV 2:0,1990-1991
2,0,Frank Schmöller,4,KFC Germinal Ekeren,KFC Germinal Ekeren vs. K. Beerschot VAV 2:0,1990-1991
0,1,Arisvaldo Pereira,14,KRC Genk,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
1,1,Hans-Peter Lehnhoff,15,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
1,2,László Gyimesi,37,KRC Genk,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
2,2,Nico Broeckaert,44,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
3,2,Frans Van Rooij,57,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
4,2,Frans Van Rooij,61,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
5,2,Hans-Peter Lehnhoff,83,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
6,2,Geert Emmerechts,85,Royal Antwerp FC,Royal Antwerp FC vs. KRC Genk 6:2,1990-1991
1,0,Leo Van Der Elst,43,KRC Genk,KRC Genk vs. RSC Charleroi 1:1,1990-1991
1,1,Rudy Moury,57,RSC Charleroi,KRC Genk vs. RSC Charleroi 1:1,1990-1991
NA,NA,NA,NA,NA,Standard Liège vs. Club Brugge KV 0:0,1990-1991
1,0,Willy Wellens,18,RWD Molenbeek,RWD Molenbeek vs. RSC Anderlecht 1:2,1990-1991
1,1,Marc Degryse,58,RSC Anderlecht,RWD Molenbeek vs. RSC Anderlecht 1:2,1990-1991
1,2,Luc Nilis,64,RSC Anderlecht,RWD Molenbeek vs. RSC Anderlecht 1:2,1990-1991
0,1,Peter Eikelboom,20,KV Kortrijk,KV Mechelen vs. KV Kortrijk 3:2,1990-1991
0,2,Frédéric Tilmant,40,KV Kortrijk,KV Mechelen vs. KV Kortrijk 3:2,1990-1991
1,2,Bruno Versavel,53,KV Mechelen,KV Mechelen vs. KV Kortrijk 3:2,1990-1991
2,2,Francis Severeyns,60,KV Mechelen,KV Mechelen vs. KV Kortrijk 3:2,1990-1991
3,2,René Eijkelkamp,88,KV Mechelen,KV Mechelen vs. KV Kortrijk 3:2,1990-1991
1,0,Kenneth Brylle,9,K. Beerschot VAV,K. Beerschot VAV vs. Lierse SK 3:0,1990-1991
2,0,Prince Polley,20,K. Beerschot VAV,K. Beerschot VAV vs. Lierse SK 3:0,1990-1991
3,0,Prince Polley,42,K. Beerschot VAV,K. Beerschot VAV vs. Lierse SK 3:0,1990-1991
1,0,Manu Karagiannis,29,KSV Waregem,KSV Waregem vs. KFC Germinal Ekeren 3:0,1990-1991
2,0,Rudy Boes,41,KSV Waregem,KSV Waregem vs. KFC Germinal Ekeren 3:0,1990-1991
3,0,Manu Karagiannis,68,KSV Waregem,KSV Waregem vs. KFC Germinal Ekeren 3:0,1990-1991
1,0,Ferenc Mészáros,41,Sporting Lokeren,Sporting Lokeren vs. KAA Gent 1:2,1990-1991
1,1,Rudy Janssens,56,KAA Gent,Sporting Lokeren vs. KAA Gent 1:2,1990-1991
1,2,Henri Balenga,90,KAA Gent,Sporting Lokeren vs. KAA Gent 1:2,1990-1991
0,1,Nebojsa Malbasa,15,RFC de Liège,Cercle Brugge vs. RFC de Liège 1:1,1990-1991
1,1,Marc De Buyser,42,Cercle Brugge,Cercle Brugge vs. RFC de Liège 1:1,1990-1991
0,1,Christopher N'Wosu,43,Sint-Truidense VV,Royal Antwerp FC vs. Sint-Truidense VV 2:2,1990-1991
1,1,Mario Krohm,46,Royal Antwerp FC,Royal Antwerp FC vs. Sint-Truidense VV 2:2,1990-1991
2,1,Mario Krohm,73,Royal Antwerp FC,Royal Antwerp FC vs. Sint-Truidense VV 2:2,1990-1991
2,2,Patrick van Kets,89,Sint-Truidense VV,Royal Antwerp FC vs. Sint-Truidense VV 2:2,1990-1991
1,0,Kjetil Rekdal,43,Lierse SK,Lierse SK vs. KSV Waregem 2:0,1990-1991
2,0,Kjetil Rekdal,83,Lierse SK,Lierse SK vs. KSV Waregem 2:0,1990-1991
0,1,Alex Czerniatynski,31,Royal Antwerp FC,RFC de Liège vs. Royal Antwerp FC 1:1,1990-1991
1,1,Ronald Foguenne,53,RFC de Liège,RFC de Liège vs. Royal Antwerp FC 1:1,1990-1991
1,0,Erwin Vandenbergh,56,KAA Gent,KAA Gent vs. Cercle Brugge 3:0,1990-1991
2,0,Erwin Vandenbergh,67,KAA Gent,KAA Gent vs. Cercle Brugge 3:0,1990-1991
3,0,Erwin Vandenbergh,82,KAA Gent,KAA Gent vs. Cercle Brugge 3:0,1990-1991
1,0,Arisvaldo Pereira,57,KRC Genk,KRC Genk vs. Sint-Truidense VV 1:0,1990-1991
1,0,Didier Beugnies,35,RSC Charleroi,RSC Charleroi vs. Standard Liège 2:0,1990-1991
2,0,Rudy Moury,61,RSC Charleroi,RSC Charleroi vs. Standard Liège 2:0,1990-1991
1,0,Foeke Booy,53,Club Brugge KV,Club Brugge KV vs. K. Beerschot VAV 3:0,1990-1991
2,0,Rudi Cossey,55,Club Brugge KV,Club Brugge KV vs. K. Beerschot VAV 3:0,1990-1991
3,0,Franky Van Der Elst,87,Club Brugge KV,Club Brugge KV vs. K. Beerschot VAV 3:0,1990-1991
NA,NA,NA,NA,NA,RSC Anderlecht vs. KV Mechelen 0:0,1990-1991
0,1,Samson Siasia,78,Sporting Lokeren,KV Kortrijk vs. Sporting Lokeren 0:1,1990-1991
1,0,Ernie Brandts,37,KFC Germinal Ekeren,KFC Germinal Ekeren vs. RWD Molenbeek 2:0,1990-1991
2,0,Frank Schmöller,74,KFC Germinal Ekeren,KFC Germinal Ekeren vs. RWD Molenbeek 2:0,1990-1991
1,0,Harry Cnops,16,Sint-Truidense VV,Sint-Truidense VV vs. RFC de Liège 1:1,1990-1991
1,1,Nebojsa Malbasa,64,RFC de Liège,Sint-Truidense VV vs. RFC de Liège 1:1,1990-1991
1,0,Daniel Nassen,17,Standard Liège,Standard Liège vs. KRC Genk 3:1,1990-1991
1,1,Leo Van Der Elst,19,KRC Genk,Standard Liège vs. KRC Genk 3:1,1990-1991
2,1,Guy Hellers,79,Standard Liège,Standard Liège vs. KRC Genk 3:1,1990-1991
3,1,Marc Schaessens,88,Standard Liège,Standard Liège vs. KRC Genk 3:1,1990-1991
0,1,Gunther Hofmans,11,KFC Germinal Ekeren,KV Mechelen vs. KFC Germinal Ekeren 2:1,1990-1991
1,1,Patrick Versavel,35,KV Mechelen,KV Mechelen vs. KFC Germinal Ekeren 2:1,1990-1991
2,1,Klas Ingesson,90,KV Mechelen,KV Mechelen vs. KFC Germinal Ekeren 2:1,1990-1991
0,1,Luis Oliveira,81,RSC Anderlecht,Sporting Lokeren vs. RSC Anderlecht 0:1,1990-1991
0,1,Marc Wuyts,61,RSC Charleroi,K. Beerschot VAV vs. RSC Charleroi 0:2,1990-1991
0,2,Osvaldo Hurtado,90,RSC Charleroi,K. Beerschot VAV vs. RSC Charleroi 0:2,1990-1991
1,0,David Nakhid,20,KSV Waregem,KSV Waregem vs. Club Brugge KV 2:2,1990-1991
2,0,Rudy Boes,62,KSV Waregem,KSV Waregem vs. Club Brugge KV 2:2,1990-1991
2,1,Jan Ceulemans,74,Club Brugge KV,KSV Waregem vs. Club Brugge KV 2:2,1990-1991
2,2,László Disztl,78,Club Brugge KV,KSV Waregem vs. Club Brugge KV 2:2,1990-1991
NA,NA,NA,NA,NA,RWD Molenbeek vs. Lierse SK 0:0,1990-1991
1,0,Thierry Raskin,3,Cercle Brugge,Cercle Brugge vs. KV Kortrijk 2:0,1990-1991
2,0,Josip Weber,86,Cercle Brugge,Cercle Brugge vs. KV Kortrijk 2:0,1990-1991
1,0,Hans-Peter Lehnhoff,40,Royal Antwerp FC,Royal Antwerp FC vs. KAA Gent 4:1,1990-1991
2,0,Frans Van Rooij,44,Royal Antwerp FC,Royal Antwerp FC vs. KAA Gent 4:1,1990-1991
3,0,Alex Czerniatynski,59,Royal Antwerp FC,Royal Antwerp FC vs. KAA Gent 4:1,1990-1991
3,1,Peter Hallaert,63,KAA Gent,Royal Antwerp FC vs. KAA Gent 4:1,1990-1991
4,1,Hans-Peter Lehnhoff,89,Royal Antwerp FC,Royal Antwerp FC vs. KAA Gent 4:1,1990-1991
0,1,Vital Borkelmans,25,Club Brugge KV,RWD Molenbeek vs. Club Brugge KV 0:1,1990-1991
NA,NA,NA,NA,NA,Sint-Truidense VV vs. KAA Gent 0:0,1990-1991
1,0,René Eijkelkamp,14,KV Mechelen,KV Mechelen vs. Lierse SK 2:0,1990-1991
2,0,Klas Ingesson,38,KV Mechelen,KV Mechelen vs. Lierse SK 2:0,1990-1991
0,1,Carmel Busuttil,24,KRC Genk,RFC de Liège vs. KRC Genk 2:1,1990-1991
1,1,Ronald Foguenne,54,RFC de Liège,RFC de Liège vs. KRC Genk 2:1,1990-1991
2,1,Eddie Krnčević,58,RFC de Liège,RFC de Liège vs. KRC Genk 2:1,1990-1991
1,0,Prince Polley,35,K. Beerschot VAV,K. Beerschot VAV vs. Standard Liège 1:2,1990-1991
1,1,Bálazs Bérczy,66,Standard Liège,K. Beerschot VAV vs. Standard Liège 1:2,1990-1991
1,2,Guy Hellers,79,Standard Liège,K. Beerschot VAV vs. Standard Liège 1:2,1990-1991
NA,NA,NA,NA,NA,KSV Waregem vs. RSC Charleroi 0:0,1990-1991
0,1,Frank Schmöller,3,KFC Germinal Ekeren,Sporting Lokeren vs. KFC Germinal Ekeren 2:5,1990-1991
1,1,Ferenc Mészáros,35,Sporting Lokeren,Sporting Lokeren vs. KFC Germinal Ekeren 2:5,1990-1991
1,2,Joël Bartholomeeussen,56,KFC Germinal Ekeren,Sporting Lokeren vs. KFC Germinal Ekeren 2:5,1990-1991
1,3,Gunther Hofmans,64,KFC Germinal Ekeren,Sporting Lokeren vs. KFC Germinal Ekeren 2:5,1990-1991
1,4,Frank Schmöller,77,KFC Germinal Ekeren,Sporting Lokeren vs. KFC Germinal Ekeren 2:5,1990-1991
2,4,Ferenc Mészáros,84,Sporting Lokeren,Sporting Lokeren vs. KFC Germinal Ekeren 2:5,1990-1991
2,5,Frank Schmöller,86,KFC Germinal Ekeren,Sporting Lokeren vs. KFC Germinal Ekeren 2:5,1990-1991
0,1,John van Loen,47,RSC Anderlecht,Cercle Brugge vs. RSC Anderlecht 1:3,1990-1991
0,2,Luis Oliveira,54,RSC Anderlecht,Cercle Brugge vs. RSC Anderlecht 1:3,1990-1991
0,3,Nii Lamptey,57,RSC Anderlecht,Cercle Brugge vs. RSC Anderlecht 1:3,1990-1991
1,3,Branko Karačić,58,Cercle Brugge,Cercle Brugge vs. RSC Anderlecht 1:3,1990-1991
1,0,Alex Czerniatynski,29,Royal Antwerp FC,Royal Antwerp FC vs. KV Kortrijk 2:2,1990-1991
2,0,Frans Van Rooij,48,Royal Antwerp FC,Royal Antwerp FC vs. KV Kortrijk 2:2,1990-1991
2,1,Dean Mostahinić,65,KV Kortrijk,Royal Antwerp FC vs. KV Kortrijk 2:2,1990-1991
2,2,Jo van Nevel,78,KV Kortrijk,Royal Antwerp FC vs. KV Kortrijk 2:2,1990-1991
1,0,Marc Degryse,24,RSC Anderlecht,RSC Anderlecht vs. Royal Antwerp FC 3:0,1990-1991
2,0,Nii Lamptey,36,RSC Anderlecht,RSC Anderlecht vs. Royal Antwerp FC 3:0,1990-1991
3,0,Luis Oliveira,83,RSC Anderlecht,RSC Anderlecht vs. Royal Antwerp FC 3:0,1990-1991
0,1,Pier Janssen,45,Sporting Lokeren,Lierse SK vs. Sporting Lokeren 0:2,1990-1991
0,2,Marko Myyry,79,Sporting Lokeren,Lierse SK vs. Sporting Lokeren 0:2,1990-1991
1,0,Erwin Vandenbergh,72,KAA Gent,KAA Gent vs. RFC de Liège 1:0,1990-1991
1,0,Carmel Busuttil,7,KRC Genk,KRC Genk vs. K. Beerschot VAV 2:0,1990-1991
2,0,Carmel Busuttil,24,KRC Genk,KRC Genk vs. K. Beerschot VAV 2:0,1990-1991
NA,NA,NA,NA,NA,RSC Charleroi vs. RWD Molenbeek 0:0,1990-1991
1,0,Miklos Molnar,84,Standard Liège,Standard Liège vs. KSV Waregem 1:0,1990-1991
0,1,Christopher N'Wosu,7,Sint-Truidense VV,KV Kortrijk vs. Sint-Truidense VV 0:1,1990-1991
0,1,Josip Weber,21,Cercle Brugge,KFC Germinal Ekeren vs. Cercle Brugge 6:1,1990-1991
1,1,Marino Sabbadini,27,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Cercle Brugge 6:1,1990-1991
2,1,Gunther Hofmans,46,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Cercle Brugge 6:1,1990-1991
3,1,Simon Tahamata,46,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Cercle Brugge 6:1,1990-1991
4,1,Frank Schmöller,52,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Cercle Brugge 6:1,1990-1991
5,1,Gunther Hofmans,77,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Cercle Brugge 6:1,1990-1991
6,1,Luc Leys,83,KFC Germinal Ekeren,KFC Germinal Ekeren vs. Cercle Brugge 6:1,1990-1991
1,0,Franky Van Der Elst,43,Club Brugge KV,Club Brugge KV vs. KV Mechelen 1:1,1990-1991
1,1,Francis Severeyns,45,KV Mechelen,Club Brugge KV vs. KV Mechelen 1:1,1990-1991
0,1,Gunther Hofmans,60,KFC Germinal Ekeren,Royal Antwerp FC vs. KFC Germinal Ekeren 0:1,1990-1991
0,1,Marc Degryse,3,RSC Anderlecht,Sint-Truidense VV vs. RSC Anderlecht 1:2,1990-1991
1,1,Jason Van Blerk,12,Sint-Truidense VV,Sint-Truidense VV vs. RSC Anderlecht 1:2,1990-1991
1,2,Stephen Keshi,61,RSC Anderlecht,Sint-Truidense VV vs. RSC Anderlecht 1:2,1990-1991
0,1,Mark Talbut,58,K. Beerschot VAV,KSV Waregem vs. K. Beerschot VAV 1:1,1990-1991
1,1,Nick Descamps,73,KSV Waregem,KSV Waregem vs. K. Beerschot VAV 1:1,1990-1991
0,1,Patrick Asselman,86,Standard Liège,RWD Molenbeek vs. Standard Liège 0:1,1990-1991
0,1,Foeke Booy,73,Club Brugge KV,Sporting Lokeren vs. Club Brugge KV 0:1,1990-1991
1,0,Erwin Vandenbergh,11,KAA Gent,KAA Gent vs. KRC Genk 6:1,1990-1991
2,0,Frank Dauwen,26,KAA Gent,KAA Gent vs. KRC Genk 6:1,1990-1991
3,0,Guy Winkels,30,KAA Gent,KAA Gent vs. KRC Genk 6:1,1990-1991
4,0,Davy Cooreman,40,KAA Gent,KAA Gent vs. KRC Genk 6:1,1990-1991
5,0,Erwin Vandenbergh,48,KAA Gent,KAA Gent vs. KRC Genk 6:1,1990-1991
6,0,Erwin Vandenbergh,81,KAA Gent,KAA Gent vs. KRC Genk 6:1,1990-1991
6,1,Carmel Busuttil,83,KRC Genk,KAA Gent vs. KRC Genk 6:1,1990-1991
NA,NA,NA,NA,NA,Cercle Brugge vs. Lierse SK 0:0,1990-1991
NA,NA,NA,NA,NA,KV Mechelen vs. RSC Charleroi 0:0,1990-1991
1,0,Eddie Krnčević,2,RFC de Liège,RFC de Liège vs. KV Kortrijk 2:0,1990-1991
2,0,Eddie Krnčević,41,RFC de Liège,RFC de Liège vs. KV Kortrijk 2:0,1990-1991
0,1,Marc Wilmots,55,KV Mechelen,Standard Liège vs. KV Mechelen 0:1,1990-1991
1,0,Kjetil Rekdal,25,Lierse SK,Lierse SK vs. Royal Antwerp FC 2:1,1990-1991
1,1,Mohammed Lashaf,31,Royal Antwerp FC,Lierse SK vs. Royal Antwerp FC 2:1,1990-1991
2,1,Rafaël Pauwels,74,Lierse SK,Lierse SK vs. Royal Antwerp FC 2:1,1990-1991
0,1,Patrick Teppers,26,KSV Waregem,KRC Genk vs. KSV Waregem 1:1,1990-1991
1,1,Eric Reynders,56,KRC Genk,KRC Genk vs. KSV Waregem 1:1,1990-1991
0,1,Bart De Roover,39,Sporting Lokeren,RSC Charleroi vs. Sporting Lokeren 1:1,1990-1991
1,1,Rudy Moury,82,RSC Charleroi,RSC Charleroi vs. Sporting Lokeren 1:1,1990-1991
0,1,Olivier Beuckelaers,9,RWD Molenbeek,K. Beerschot VAV vs. RWD Molenbeek 1:3,1990-1991
0,2,Patrick Thairet,66,RWD Molenbeek,K. Beerschot VAV vs. RWD Molenbeek 1:3,1990-1991
1,2,Mark Talbut,71,K. Beerschot VAV,K. Beerschot VAV vs. RWD Molenbeek 1:3,1990-1991
